2024-05-13 19:47:31 error: TypeError: Cannot read properties of null (reading '_id'),    at G:\Programming\projects\FullStack\MERN Blog\server\src\controllers\article.js:148:24,    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)
2024-05-13 19:51:05 error: TypeError: Cannot read properties of null (reading '_id'),    at G:\Programming\projects\FullStack\MERN Blog\server\src\controllers\article.js:148:24,    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)
2024-05-13 19:56:52 error: Error: Permission Denied,    at authorizationError (G:\Programming\projects\FullStack\MERN Blog\server\src\utils\error.js:21:17),    at ArticleService.deleteCommentById (G:\Programming\projects\FullStack\MERN Blog\server\src\service\ArticleService.js:164:13),    at process.processTicksAndRejections (node:internal/process/task_queues:95:5),    at async G:\Programming\projects\FullStack\MERN Blog\server\src\controllers\article.js:139:17
2024-05-13 20:04:22 error: Error: Authentication Failed,    at authenticationError (G:\Programming\projects\FullStack\MERN Blog\server\src\utils\error.js:9:17),    at exports.isAuthenticated (G:\Programming\projects\FullStack\MERN Blog\server\src\middlewarers\authMiddleware.js:40:17),    at Layer.handle [as handle_request] (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\layer.js:95:5),    at next (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\route.js:144:13),    at Route.dispatch (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\route.js:114:3),    at Layer.handle [as handle_request] (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\layer.js:95:5),    at G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:284:15,    at Function.process_params (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:346:12),    at next (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:280:10),    at Function.handle (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:175:3)
2024-05-13 20:05:15 error: Error: Authentication Failed,    at authenticationError (G:\Programming\projects\FullStack\MERN Blog\server\src\utils\error.js:9:17),    at exports.isAuthenticated (G:\Programming\projects\FullStack\MERN Blog\server\src\middlewarers\authMiddleware.js:40:17),    at Layer.handle [as handle_request] (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\layer.js:95:5),    at next (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\route.js:144:13),    at Route.dispatch (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\route.js:114:3),    at Layer.handle [as handle_request] (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\layer.js:95:5),    at G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:284:15,    at Function.process_params (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:346:12),    at next (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:280:10),    at Function.handle (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:175:3)
2024-05-13 20:06:07 error: Error: Authentication Failed,    at authenticationError (G:\Programming\projects\FullStack\MERN Blog\server\src\utils\error.js:9:17),    at exports.isAuthenticated (G:\Programming\projects\FullStack\MERN Blog\server\src\middlewarers\authMiddleware.js:40:17),    at Layer.handle [as handle_request] (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\layer.js:95:5),    at next (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\route.js:144:13),    at Route.dispatch (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\route.js:114:3),    at Layer.handle [as handle_request] (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\layer.js:95:5),    at G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:284:15,    at Function.process_params (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:346:12),    at next (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:280:10),    at Function.handle (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:175:3)
2024-05-13 20:06:29 error: Error: Authentication Failed,    at authenticationError (G:\Programming\projects\FullStack\MERN Blog\server\src\utils\error.js:9:17),    at exports.isAuthenticated (G:\Programming\projects\FullStack\MERN Blog\server\src\middlewarers\authMiddleware.js:40:17),    at Layer.handle [as handle_request] (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\layer.js:95:5),    at next (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\route.js:144:13),    at Route.dispatch (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\route.js:114:3),    at Layer.handle [as handle_request] (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\layer.js:95:5),    at G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:284:15,    at Function.process_params (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:346:12),    at next (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:280:10),    at Function.handle (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:175:3)
2024-05-13 20:06:38 error: Error: Authentication Failed,    at authenticationError (G:\Programming\projects\FullStack\MERN Blog\server\src\utils\error.js:9:17),    at exports.isAuthenticated (G:\Programming\projects\FullStack\MERN Blog\server\src\middlewarers\authMiddleware.js:40:17),    at Layer.handle [as handle_request] (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\layer.js:95:5),    at next (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\route.js:144:13),    at Route.dispatch (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\route.js:114:3),    at Layer.handle [as handle_request] (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\layer.js:95:5),    at G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:284:15,    at Function.process_params (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:346:12),    at next (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:280:10),    at Function.handle (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:175:3)
2024-05-13 20:09:36 error: Error: Authentication Failed,    at authenticationError (G:\Programming\projects\FullStack\MERN Blog\server\src\utils\error.js:9:17),    at exports.isAuthenticated (G:\Programming\projects\FullStack\MERN Blog\server\src\middlewarers\authMiddleware.js:40:17),    at Layer.handle [as handle_request] (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\layer.js:95:5),    at next (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\route.js:144:13),    at Route.dispatch (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\route.js:114:3),    at Layer.handle [as handle_request] (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\layer.js:95:5),    at G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:284:15,    at Function.process_params (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:346:12),    at next (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:280:10),    at Function.handle (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:175:3)
2024-05-13 20:09:53 error: Error: Authentication Failed,    at authenticationError (G:\Programming\projects\FullStack\MERN Blog\server\src\utils\error.js:9:17),    at exports.isAuthenticated (G:\Programming\projects\FullStack\MERN Blog\server\src\middlewarers\authMiddleware.js:40:17),    at Layer.handle [as handle_request] (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\layer.js:95:5),    at next (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\route.js:144:13),    at Route.dispatch (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\route.js:114:3),    at Layer.handle [as handle_request] (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\layer.js:95:5),    at G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:284:15,    at Function.process_params (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:346:12),    at next (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:280:10),    at Function.handle (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:175:3)
2024-05-13 20:10:22 error: Error: Authentication Failed,    at authenticationError (G:\Programming\projects\FullStack\MERN Blog\server\src\utils\error.js:9:17),    at exports.isAuthenticated (G:\Programming\projects\FullStack\MERN Blog\server\src\middlewarers\authMiddleware.js:40:17),    at Layer.handle [as handle_request] (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\layer.js:95:5),    at next (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\route.js:144:13),    at Route.dispatch (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\route.js:114:3),    at Layer.handle [as handle_request] (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\layer.js:95:5),    at G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:284:15,    at Function.process_params (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:346:12),    at next (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:280:10),    at Function.handle (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:175:3)
2024-05-13 20:12:40 error: Error: Authentication Failed,    at authenticationError (G:\Programming\projects\FullStack\MERN Blog\server\src\utils\error.js:9:17),    at exports.isAuthenticated (G:\Programming\projects\FullStack\MERN Blog\server\src\middlewarers\authMiddleware.js:40:17),    at Layer.handle [as handle_request] (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\layer.js:95:5),    at next (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\route.js:144:13),    at Route.dispatch (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\route.js:114:3),    at Layer.handle [as handle_request] (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\layer.js:95:5),    at G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:284:15,    at Function.process_params (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:346:12),    at next (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:280:10),    at Function.handle (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:175:3)
2024-05-13 20:12:50 error: Error: Authentication Failed,    at authenticationError (G:\Programming\projects\FullStack\MERN Blog\server\src\utils\error.js:9:17),    at exports.isAuthenticated (G:\Programming\projects\FullStack\MERN Blog\server\src\middlewarers\authMiddleware.js:40:17),    at Layer.handle [as handle_request] (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\layer.js:95:5),    at next (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\route.js:144:13),    at Route.dispatch (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\route.js:114:3),    at Layer.handle [as handle_request] (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\layer.js:95:5),    at G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:284:15,    at Function.process_params (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:346:12),    at next (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:280:10),    at Function.handle (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:175:3)
2024-05-13 20:12:52 error: Error: Authentication Failed,    at authenticationError (G:\Programming\projects\FullStack\MERN Blog\server\src\utils\error.js:9:17),    at exports.isAuthenticated (G:\Programming\projects\FullStack\MERN Blog\server\src\middlewarers\authMiddleware.js:40:17),    at Layer.handle [as handle_request] (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\layer.js:95:5),    at next (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\route.js:144:13),    at Route.dispatch (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\route.js:114:3),    at Layer.handle [as handle_request] (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\layer.js:95:5),    at G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:284:15,    at Function.process_params (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:346:12),    at next (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:280:10),    at Function.handle (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:175:3)
2024-05-13 20:13:01 error: Error: Authentication Failed,    at authenticationError (G:\Programming\projects\FullStack\MERN Blog\server\src\utils\error.js:9:17),    at exports.isAuthenticated (G:\Programming\projects\FullStack\MERN Blog\server\src\middlewarers\authMiddleware.js:40:17),    at Layer.handle [as handle_request] (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\layer.js:95:5),    at next (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\route.js:144:13),    at Route.dispatch (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\route.js:114:3),    at Layer.handle [as handle_request] (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\layer.js:95:5),    at G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:284:15,    at Function.process_params (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:346:12),    at next (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:280:10),    at Function.handle (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:175:3)
2024-05-13 20:13:10 error: Error: Authentication Failed,    at authenticationError (G:\Programming\projects\FullStack\MERN Blog\server\src\utils\error.js:9:17),    at exports.isAuthenticated (G:\Programming\projects\FullStack\MERN Blog\server\src\middlewarers\authMiddleware.js:40:17),    at Layer.handle [as handle_request] (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\layer.js:95:5),    at next (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\route.js:144:13),    at Route.dispatch (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\route.js:114:3),    at Layer.handle [as handle_request] (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\layer.js:95:5),    at G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:284:15,    at Function.process_params (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:346:12),    at next (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:280:10),    at Function.handle (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:175:3)
2024-05-13 20:13:34 error: Error: Authentication Failed,    at authenticationError (G:\Programming\projects\FullStack\MERN Blog\server\src\utils\error.js:9:17),    at exports.isAuthenticated (G:\Programming\projects\FullStack\MERN Blog\server\src\middlewarers\authMiddleware.js:40:17),    at Layer.handle [as handle_request] (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\layer.js:95:5),    at next (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\route.js:144:13),    at Route.dispatch (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\route.js:114:3),    at Layer.handle [as handle_request] (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\layer.js:95:5),    at G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:284:15,    at Function.process_params (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:346:12),    at next (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:280:10),    at Function.handle (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:175:3)
2024-05-13 20:13:55 error: Error: Authentication Failed,    at authenticationError (G:\Programming\projects\FullStack\MERN Blog\server\src\utils\error.js:9:17),    at exports.isAuthenticated (G:\Programming\projects\FullStack\MERN Blog\server\src\middlewarers\authMiddleware.js:40:17),    at Layer.handle [as handle_request] (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\layer.js:95:5),    at next (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\route.js:144:13),    at Route.dispatch (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\route.js:114:3),    at Layer.handle [as handle_request] (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\layer.js:95:5),    at G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:284:15,    at Function.process_params (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:346:12),    at next (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:280:10),    at Function.handle (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:175:3)
2024-05-13 20:15:21 error: Error: Authentication Failed,    at authenticationError (G:\Programming\projects\FullStack\MERN Blog\server\src\utils\error.js:9:17),    at exports.isAuthenticated (G:\Programming\projects\FullStack\MERN Blog\server\src\middlewarers\authMiddleware.js:40:17),    at Layer.handle [as handle_request] (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\layer.js:95:5),    at next (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\route.js:144:13),    at Route.dispatch (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\route.js:114:3),    at Layer.handle [as handle_request] (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\layer.js:95:5),    at G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:284:15,    at Function.process_params (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:346:12),    at next (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:280:10),    at Function.handle (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:175:3)
2024-05-13 20:15:36 error: Error: Authentication Failed,    at authenticationError (G:\Programming\projects\FullStack\MERN Blog\server\src\utils\error.js:9:17),    at exports.isAuthenticated (G:\Programming\projects\FullStack\MERN Blog\server\src\middlewarers\authMiddleware.js:40:17),    at Layer.handle [as handle_request] (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\layer.js:95:5),    at next (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\route.js:144:13),    at Route.dispatch (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\route.js:114:3),    at Layer.handle [as handle_request] (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\layer.js:95:5),    at G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:284:15,    at Function.process_params (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:346:12),    at next (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:280:10),    at Function.handle (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:175:3)
2024-05-13 20:20:00 error: Error: Authentication Failed,    at authenticationError (G:\Programming\projects\FullStack\MERN Blog\server\src\utils\error.js:9:17),    at exports.isAuthenticated (G:\Programming\projects\FullStack\MERN Blog\server\src\middlewarers\authMiddleware.js:40:17),    at Layer.handle [as handle_request] (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\layer.js:95:5),    at next (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\route.js:144:13),    at Route.dispatch (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\route.js:114:3),    at Layer.handle [as handle_request] (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\layer.js:95:5),    at G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:284:15,    at param (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:365:14),    at param (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:376:14),    at Function.process_params (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:421:3)
2024-05-13 20:20:00 error: Error: Authentication Failed,    at authenticationError (G:\Programming\projects\FullStack\MERN Blog\server\src\utils\error.js:9:17),    at exports.isAuthenticated (G:\Programming\projects\FullStack\MERN Blog\server\src\middlewarers\authMiddleware.js:40:17),    at Layer.handle [as handle_request] (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\layer.js:95:5),    at next (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\route.js:144:13),    at Route.dispatch (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\route.js:114:3),    at Layer.handle [as handle_request] (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\layer.js:95:5),    at G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:284:15,    at Function.process_params (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:346:12),    at next (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:280:10),    at Function.handle (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:175:3)
2024-05-13 20:20:55 error: Error: Authentication Failed,    at authenticationError (G:\Programming\projects\FullStack\MERN Blog\server\src\utils\error.js:9:17),    at exports.isAuthenticated (G:\Programming\projects\FullStack\MERN Blog\server\src\middlewarers\authMiddleware.js:40:17),    at Layer.handle [as handle_request] (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\layer.js:95:5),    at next (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\route.js:144:13),    at Route.dispatch (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\route.js:114:3),    at Layer.handle [as handle_request] (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\layer.js:95:5),    at G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:284:15,    at Function.process_params (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:346:12),    at next (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:280:10),    at Function.handle (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:175:3)
2024-05-13 21:35:49 error: Error: Bad Request,    at badRequest (G:\Programming\projects\FullStack\MERN Blog\server\src\utils\error.js:2:17),    at requestValidation (G:\Programming\projects\FullStack\MERN Blog\server\src\middlewarers\requestValidationMiddleware.js:10:17),    at Layer.handle [as handle_request] (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\layer.js:95:5),    at next (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\route.js:144:13),    at middleware (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express-validator\src\middlewares\check.js:16:13),    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)
2024-05-13 21:35:49 error: Error: Authentication Failed,    at authenticationError (G:\Programming\projects\FullStack\MERN Blog\server\src\utils\error.js:9:17),    at exports.isAuthenticated (G:\Programming\projects\FullStack\MERN Blog\server\src\middlewarers\authMiddleware.js:40:17),    at Layer.handle [as handle_request] (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\layer.js:95:5),    at next (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\route.js:144:13),    at Route.dispatch (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\route.js:114:3),    at Layer.handle [as handle_request] (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\layer.js:95:5),    at G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:284:15,    at Function.process_params (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:346:12),    at next (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:280:10),    at Function.handle (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\index.js:175:3)
2024-05-13 21:35:50 error: Error: Bad Request,    at badRequest (G:\Programming\projects\FullStack\MERN Blog\server\src\utils\error.js:2:17),    at requestValidation (G:\Programming\projects\FullStack\MERN Blog\server\src\middlewarers\requestValidationMiddleware.js:10:17),    at Layer.handle [as handle_request] (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\layer.js:95:5),    at next (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\route.js:144:13),    at middleware (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express-validator\src\middlewares\check.js:16:13),    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)
2024-05-13 21:35:50 error: Error: Bad Request,    at badRequest (G:\Programming\projects\FullStack\MERN Blog\server\src\utils\error.js:2:17),    at requestValidation (G:\Programming\projects\FullStack\MERN Blog\server\src\middlewarers\requestValidationMiddleware.js:10:17),    at Layer.handle [as handle_request] (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\layer.js:95:5),    at next (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\route.js:144:13),    at middleware (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express-validator\src\middlewares\check.js:16:13),    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)
2024-05-13 21:35:50 error: Error: Bad Request,    at badRequest (G:\Programming\projects\FullStack\MERN Blog\server\src\utils\error.js:2:17),    at requestValidation (G:\Programming\projects\FullStack\MERN Blog\server\src\middlewarers\requestValidationMiddleware.js:10:17),    at Layer.handle [as handle_request] (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\layer.js:95:5),    at next (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\route.js:144:13),    at middleware (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express-validator\src\middlewares\check.js:16:13),    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)
2024-05-13 21:35:50 error: Error: Bad Request,    at badRequest (G:\Programming\projects\FullStack\MERN Blog\server\src\utils\error.js:2:17),    at requestValidation (G:\Programming\projects\FullStack\MERN Blog\server\src\middlewarers\requestValidationMiddleware.js:10:17),    at Layer.handle [as handle_request] (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\layer.js:95:5),    at next (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\route.js:144:13),    at middleware (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express-validator\src\middlewares\check.js:16:13),    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)
2024-05-13 21:35:50 error: Error: Bad Request,    at badRequest (G:\Programming\projects\FullStack\MERN Blog\server\src\utils\error.js:2:17),    at requestValidation (G:\Programming\projects\FullStack\MERN Blog\server\src\middlewarers\requestValidationMiddleware.js:10:17),    at Layer.handle [as handle_request] (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\layer.js:95:5),    at next (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express\lib\router\route.js:144:13),    at middleware (G:\Programming\projects\FullStack\MERN Blog\server\node_modules\express-validator\src\middlewares\check.js:16:13),    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)
